Query_ID,Query_Text,Department,Device,Time_of_Day,Hour,Day_of_Week,Department_Code,Device_Code
Q01070,"Good evening,

There seems to be a malfunction with my Smartwatch that needs urgent attention. 

Thank you.",Technical Support,Smartwatch,2025-04-29 12:19:09,12,1,6,0
Q01070_aug_1,"Good evening, there seems to be a malfunction with my Smartwatch that needs urgent attention.",Technical Support,Smartwatch,2025-04-29 12:19:09,12,1,6,0
Q01071,"I hope this message finds you well,

Could you please assist with an unexpected error I've encountered on my Laptop? 

Thank you.",Order Management,Laptop,2025-05-04 02:05:08,2,6,2,4
Q01071_aug_1,"I hope this message will find you, could you help with an unexpected mistake that I encountered on my laptop? Thank you.",Order Management,Laptop,2025-05-04 02:05:08,2,6,2,4
Q01072,"Hello team,

After the recent update, my Gaming Console isn't working as expected. 

Thank you.",Order Management,Gaming Console,2025-05-19 09:22:04,9,0,2,1
Q01072_aug_1,"Hello team, After the recent update, my game console doesn't work as expected. Thank you.",Order Management,Gaming Console,2025-05-19 09:22:04,9,0,2,1
Q01073,"To whom it may concern,

This is to bring to your attention an ongoing issue with my Smartphone that hasn't been resolved yet. Please address this issue at your earliest convenience.

Thank you.",Returns & Refunds,Smartphone,2025-05-01 13:34:13,13,3,4,6
Q01073_aug_1,"To whom this may concern, This is to bring to your attention a continuous problem with my Smartphone that has not yet been solved. Please address this problem as soon as possible. Thank you.",Returns & Refunds,Smartphone,2025-05-01 13:34:13,13,3,4,6
Q01074,"Hello,

I noticed some irregular behavior with my Printer that I believe your team should look into. Looking forward to your swift assistance.

Thank you.",Shipping,Printer,2025-05-15 05:20:55,5,3,5,2
Q01074_aug_1,"Hello, I noticed an irregular behavior with my printer that I think your team should examine.",Shipping,Printer,2025-05-15 05:20:55,5,3,5,2
Q01075,"I hope this message finds you well,

I've been facing persistent problems with my Gaming Console. Looking forward to your swift assistance.

Thank you.",Order Management,Gaming Console,2025-04-29 15:32:56,15,1,2,1
Q01075_aug_1,"I hope this message finds you well, I have been confronted with persistent problems with my game console.",Order Management,Gaming Console,2025-04-29 15:32:56,15,1,2,1
Q01076,"To whom it may concern,

Could you please assist with an unexpected error I've encountered on my Printer? 

Thank you.",Technical Support,Printer,2025-05-16 00:10:42,0,4,6,2
Q01076_aug_1,"To whom can it concern, could you help with an unexpected mistake that I encountered on my printer? Thank you.",Technical Support,Printer,2025-05-16 00:10:42,0,4,6,2
Q01077,"Hello team,

I've been facing persistent problems with my Printer. Please look into this matter urgently.

Thank you.",Product Inquiry,Printer,2025-05-17 03:54:12,3,5,3,2
Q01077_aug_1,"Hello team, I have been confronted with persistent problems with my printer. Please consider this issue of urgency. Thank you.",Product Inquiry,Printer,2025-05-17 03:54:12,3,5,3,2
Q01078,"Dear support,

I noticed some irregular behavior with my Tablet that I believe your team should look into. 

Thank you.",Account Management,Tablet,2025-04-27 02:24:46,2,6,0,5
Q01078_aug_1,"Dear support, I noticed an irregular behavior with my tablet that I think your team should examine. Thank you.",Account Management,Tablet,2025-04-27 02:24:46,2,6,0,5
Q01080,"To whom it may concern,

I need assistance with my Smartphone regarding a problem that just started this morning. 

Thank you.",Warranty Claims,Smartphone,2025-05-17 18:08:25,18,5,7,6
Q01080_aug_1,"Whom it may interest me, I need help with my Smartphone about a problem that just started this morning. Thank you.",Warranty Claims,Smartphone,2025-05-17 18:08:25,18,5,7,6
Q01082,"I hope this message finds you well,

There seems to be a malfunction with my Smartwatch that needs urgent attention. Looking forward to your swift assistance.

Thank you.",Warranty Claims,Smartwatch,2025-05-12 00:51:47,0,0,7,0
Q01082_aug_1,"I hope this message finds you well, there seems to be a malfunction with my Smartwatch that needs urgent attention.",Warranty Claims,Smartwatch,2025-05-12 00:51:47,0,0,7,0
Q01083,"Good morning,

This is to bring to your attention an ongoing issue with my Laptop that hasn't been resolved yet. 

Thank you.",Technical Support,Laptop,2025-05-05 22:57:59,22,0,6,4
Q01083_aug_1,"Hello, this is to bring to your attention a permanent problem with my laptop that has not yet been solved. Thank you.",Technical Support,Laptop,2025-05-05 22:57:59,22,0,6,4
Q01085,"Hi there,

I'm writing to report a serious issue with my Router. Looking forward to your swift assistance.

Thank you.",Product Inquiry,Router,2025-05-03 04:18:09,4,5,3,7
Q01085_aug_1,"Hello, I'm writing to report a serious problem with my router.",Product Inquiry,Router,2025-05-03 04:18:09,4,5,3,7
Q01086,"Good evening,

I need assistance with my Smartphone regarding a problem that just started this morning. I would appreciate a prompt response.

Thank you.",Account Management,Smartphone,2025-05-02 21:39:27,21,4,0,6
Q01086_aug_1,"Good evening, I need help with my smartphone about a problem that just started this morning. I would appreciate a quick answer. Thank you.",Account Management,Smartphone,2025-05-02 21:39:27,21,4,0,6
Q01088,"Hi there,

After the recent update, my Smart TV isn't working as expected. 

Thank you.",Shipping,Smart TV,2025-05-20 15:58:03,15,1,5,3
Q01088_aug_1,"Hello, after the recent update, my Smart TV doesn't work as planned. Thank you.",Shipping,Smart TV,2025-05-20 15:58:03,15,1,5,3
Q01089,"Good morning,

I need assistance with my Laptop regarding a problem that just started this morning. 

Thank you.",Account Management,Laptop,2025-05-06 08:40:24,8,1,0,4
Q01089_aug_1,"Hello, I need help with my laptop for a problem that just started this morning.",Account Management,Laptop,2025-05-06 08:40:24,8,1,0,4
Q01091,"Good evening,

I noticed some irregular behavior with my Smart TV that I believe your team should look into. 

Thank you.",Billing,Smart TV,2025-05-09 02:58:37,2,4,1,3
Q01091_aug_1,"Good evening, I noticed an irregular behavior with my Smart TV that I think your team should review.",Billing,Smart TV,2025-05-09 02:58:37,2,4,1,3
Q01092,"To whom it may concern,

I've been facing persistent problems with my Smartwatch. I would appreciate a prompt response.

Thank you.",Warranty Claims,Smartwatch,2025-05-08 14:31:46,14,3,7,0
Q01092_aug_1,"To whom this may concern me, I have been confronted with persistent problems with my Smartwatch. I would appreciate a quick answer. Thank you.",Warranty Claims,Smartwatch,2025-05-08 14:31:46,14,3,7,0
Q01093,"To whom it may concern,

There seems to be a malfunction with my Tablet that needs urgent attention. 

Thank you.",Shipping,Tablet,2025-04-26 14:17:41,14,5,5,5
Q01093_aug_1,"To whom it may concern, there seems to be a malfunction with my tablet that needs urgent attention. Thank you.",Shipping,Tablet,2025-04-26 14:17:41,14,5,5,5
Q01094,"Hi there,

This is to bring to your attention an ongoing issue with my Smart TV that hasn't been resolved yet. 

Thank you.",Returns & Refunds,Smart TV,2025-05-23 08:52:07,8,4,4,3
Q01094_aug_1,"Hello, This is to bring to your attention a permanent problem with my Smart TV that has not yet been solved. Thank you.",Returns & Refunds,Smart TV,2025-05-23 08:52:07,8,4,4,3
Q01096,"Good evening,

I'm writing to report a serious issue with my Printer. Please address this issue at your earliest convenience.

Thank you.",Product Inquiry,Printer,2025-05-12 17:11:25,17,0,3,2
Q01096_aug_1,"Good evening, I am writing to report a serious problem with my printer. Please address this problem as soon as possible. Thank you.",Product Inquiry,Printer,2025-05-12 17:11:25,17,0,3,2
Q01097,"Dear support,

After the recent update, my Printer isn't working as expected. 

Thank you.",Returns & Refunds,Printer,2025-05-10 01:58:37,1,5,4,2
Q01097_aug_1,"Dear support, After the recent update, my printer does not work as planned. Thank you.",Returns & Refunds,Printer,2025-05-10 01:58:37,1,5,4,2
Q01098,"Hi there,

After the recent update, my Laptop isn't working as expected. 

Thank you.",Product Inquiry,Laptop,2025-05-15 19:08:38,19,3,3,4
Q01098_aug_1,"Hello, after the recent update, my laptop doesn't work as planned. Thank you.",Product Inquiry,Laptop,2025-05-15 19:08:38,19,3,3,4
Q01099,"Hi there,

I've been facing persistent problems with my Laptop. 

Thank you.",Shipping,Laptop,2025-04-26 06:10:16,6,5,5,4
Q01099_aug_1,"Hello, I've been confronted with persistent problems with my laptop.",Shipping,Laptop,2025-04-26 06:10:16,6,5,5,4
Q01101,"I hope this message finds you well,

I need assistance with my Smartwatch regarding a problem that just started this morning. 

Thank you.",Account Management,Smartwatch,2025-05-06 16:36:55,16,1,0,0
Q01101_aug_1,"I hope this message will find you, I need help with my Smartwatch on a problem that just started this morning. Thank you.",Account Management,Smartwatch,2025-05-06 16:36:55,16,1,0,0
Q01102,"I hope this message finds you well,

I need assistance with my Tablet regarding a problem that just started this morning. 

Thank you.",Account Management,Tablet,2025-05-13 16:56:51,16,1,0,5
Q01102_aug_1,"I hope this message will find you, I need help with my tablet about a problem that just started this morning. Thank you.",Account Management,Tablet,2025-05-13 16:56:51,16,1,0,5
Q01103,"Hello,

I noticed some irregular behavior with my Smartwatch that I believe your team should look into. Please address this issue at your earliest convenience.

Thank you.",Product Inquiry,Smartwatch,2025-05-15 12:28:01,12,3,3,0
Q01103_aug_1,"Hello, I noticed an irregular behavior with my Smartwatch that I think your team should examine. Please treat this problem as soon as possible. Thank you.",Product Inquiry,Smartwatch,2025-05-15 12:28:01,12,3,3,0
Q01105,"Good morning,

There seems to be a malfunction with my Smartphone that needs urgent attention. Kindly resolve this issue as soon as possible.

Thank you.",Billing,Smartphone,2025-05-07 18:32:37,18,2,1,6
Q01105_aug_1,"Hello, there seems to be a malfunction with my smartphone that needs urgent attention.",Billing,Smartphone,2025-05-07 18:32:37,18,2,1,6
Q01107,"Good morning,

I've been facing persistent problems with my Smartphone. I would appreciate a prompt response.

Thank you.",Billing,Smartphone,2025-05-03 22:55:54,22,5,1,6
Q01107_aug_1,"Hello, I have been confronted with persistent problems with my Smartphone. I would appreciate a quick answer. Thank you.",Billing,Smartphone,2025-05-03 22:55:54,22,5,1,6
Q01109,"Good morning,

I've been facing persistent problems with my Tablet. Please address this issue at your earliest convenience.

Thank you.",Account Management,Tablet,2025-05-06 03:42:13,3,1,0,5
Q01109_aug_1,"Hello, I have been confronted with persistent problems with my tablet. Please address this problem as soon as possible. Thank you.",Account Management,Tablet,2025-05-06 03:42:13,3,1,0,5
Q01110,"Good morning,

I noticed some irregular behavior with my Printer that I believe your team should look into. 

Thank you.",Billing,Printer,2025-05-16 06:51:00,6,4,1,2
Q01110_aug_1,"Hello, I noticed an irregular behavior with my printer that I think your team should examine.",Billing,Printer,2025-05-16 06:51:00,6,4,1,2
Q01111,"Good evening,

After the recent update, my Smartphone isn't working as expected. 

Thank you.",Billing,Smartphone,2025-05-22 20:31:35,20,3,1,6
Q01111_aug_1,"Good evening, after the recent update, my Smartphone doesn't work as planned. Thank you.",Billing,Smartphone,2025-05-22 20:31:35,20,3,1,6
Q01112,"Good morning,

I'm writing to report a serious issue with my Router. 

Thank you.",Billing,Router,2025-04-29 20:45:47,20,1,1,7
Q01112_aug_1,"Hello, I'm writing to report a serious problem with my router.",Billing,Router,2025-04-29 20:45:47,20,1,1,7
Q01113,"Hello team,

My recent experience with the Router has been quite disappointing due to several bugs. 

Thank you.",Returns & Refunds,Router,2025-05-11 17:54:50,17,6,4,7
Q01113_aug_1,"Hello team, My recent experience with the Router has been quite disappointing due to several bugs. Thank you.",Returns & Refunds,Router,2025-05-11 17:54:50,17,6,4,7
Q01114,"Good morning,

Could you please assist with an unexpected error I've encountered on my Smartphone? 

Thank you.",Shipping,Smartphone,2025-05-23 01:05:36,1,4,5,6
Q01114_aug_1,"Hi, could you help us with an unexpected mistake I met on my smartphone?",Shipping,Smartphone,2025-05-23 01:05:36,1,4,5,6
Q01115,"Hello team,

I'm writing to report a serious issue with my Smartphone. 

Thank you.",Warranty Claims,Smartphone,2025-05-08 12:30:42,12,3,7,6
Q01115_aug_1,"Hello team, I'm writing to report a serious problem with my Smartphone.",Warranty Claims,Smartphone,2025-05-08 12:30:42,12,3,7,6
Q01116,"Hello,

My recent experience with the Gaming Console has been quite disappointing due to several bugs. 

Thank you.",Billing,Gaming Console,2025-05-07 17:38:04,17,2,1,1
Q01116_aug_1,"Hello, My recent experience with the game console has been quite disappointing due to several bugs. Thank you.",Billing,Gaming Console,2025-05-07 17:38:04,17,2,1,1
Q01117,"Hello team,

I noticed some irregular behavior with my Smart TV that I believe your team should look into. Please look into this matter urgently.

Thank you.",Product Inquiry,Smart TV,2025-05-06 10:40:22,10,1,3,3
Q01117_aug_1,"Hello team, I noticed an irregular behavior with my Smart TV that I think your team should examine. Please consider this issue of urgency. Thank you.",Product Inquiry,Smart TV,2025-05-06 10:40:22,10,1,3,3
Q01118,"Dear support,

I've been facing persistent problems with my Printer. Kindly resolve this issue as soon as possible.

Thank you.",Returns & Refunds,Printer,2025-05-22 15:09:14,15,3,4,2
Q01118_aug_1,"Dear support, I have been confronted with persistent problems with my printer. Please solve this problem as soon as possible. Thank you.",Returns & Refunds,Printer,2025-05-22 15:09:14,15,3,4,2
Q01120,"Hello,

After the recent update, my Smart TV isn't working as expected. 

Thank you.",Order Management,Smart TV,2025-05-01 15:44:42,15,3,2,3
Q01120_aug_1,"Hello, After the recent update, my Smart TV doesn't work as planned. Thank you.",Order Management,Smart TV,2025-05-01 15:44:42,15,3,2,3
Q01122,"Good evening,

I need assistance with my Gaming Console regarding a problem that just started this morning. 

Thank you.",Technical Support,Gaming Console,2025-04-28 22:09:25,22,0,6,1
Q01122_aug_1,"Good evening, I need help with my game console about a problem that just started this morning. Thank you.",Technical Support,Gaming Console,2025-04-28 22:09:25,22,0,6,1
Q01123,"Good morning,

My recent experience with the Gaming Console has been quite disappointing due to several bugs. Please look into this matter urgently.

Thank you.",Shipping,Gaming Console,2025-05-05 08:18:41,8,0,5,1
Q01123_aug_1,"Hello, My recent experience with the game console has been quite disappointing due to several bugs. Please consider this issue of urgency. Thank you.",Shipping,Gaming Console,2025-05-05 08:18:41,8,0,5,1
Q01124,"Good evening,

I've been facing persistent problems with my Router. Please address this issue at your earliest convenience.

Thank you.",Shipping,Router,2025-05-16 17:09:27,17,4,5,7
Q01124_aug_1,"Good evening, I have been confronted with persistent problems with my router. Please address this problem as soon as possible. Thank you.",Shipping,Router,2025-05-16 17:09:27,17,4,5,7
Q01125,"Hi there,

Could you please assist with an unexpected error I've encountered on my Smartwatch? 

Thank you.",Returns & Refunds,Smartwatch,2025-05-11 06:06:31,6,6,4,0
Q01125_aug_1,"Hello, could you help us with an unexpected mistake I met on my Smartwatch? Thank you.",Returns & Refunds,Smartwatch,2025-05-11 06:06:31,6,6,4,0
Q01126,"Hi there,

I need assistance with my Router regarding a problem that just started this morning. 

Thank you.",Warranty Claims,Router,2025-05-12 06:57:04,6,0,7,7
Q01126_aug_1,"Hello, I need help with my Router for a problem that just started this morning.",Warranty Claims,Router,2025-05-12 06:57:04,6,0,7,7
Q01127,"Good morning,

There seems to be a malfunction with my Smartphone that needs urgent attention. 

Thank you.",Product Inquiry,Smartphone,2025-05-05 12:43:03,12,0,3,6
Q01127_aug_1,"Hello, there seems to be a malfunction with my smartphone that needs urgent attention.",Product Inquiry,Smartphone,2025-05-05 12:43:03,12,0,3,6
Q01128,"Good evening,

I've been facing persistent problems with my Router. 

Thank you.",Account Management,Router,2025-05-16 17:00:00,17,4,0,7
Q01128_aug_1,"Good evening, I have been confronted with persistent problems with my router.",Account Management,Router,2025-05-16 17:00:00,17,4,0,7
Q01129,"I hope this message finds you well,

I noticed some irregular behavior with my Smart TV that I believe your team should look into. Please look into this matter urgently.

Thank you.",Product Inquiry,Smart TV,2025-05-10 16:24:24,16,5,3,3
Q01129_aug_1,"I hope this message finds you well, I noticed an irregular behavior with my Smart TV that I think your team should examine. Please, consider this issue of urgency. Thank you.",Product Inquiry,Smart TV,2025-05-10 16:24:24,16,5,3,3
Q01130,"To whom it may concern,

I need assistance with my Laptop regarding a problem that just started this morning. 

Thank you.",Product Inquiry,Laptop,2025-05-07 03:14:00,3,2,3,4
Q01130_aug_1,"To whom it may concern, I need help with my laptop about a problem that just started this morning. Thank you.",Product Inquiry,Laptop,2025-05-07 03:14:00,3,2,3,4
Q01131,"Dear support,

There seems to be a malfunction with my Smartwatch that needs urgent attention. Looking forward to your swift assistance.

Thank you.",Warranty Claims,Smartwatch,2025-04-25 08:18:28,8,4,7,0
Q01131_aug_1,"Dear support, There seems to be a malfunction with my Smartwatch that needs urgent attention.",Warranty Claims,Smartwatch,2025-04-25 08:18:28,8,4,7,0
Q01132,"To whom it may concern,

After the recent update, my Printer isn't working as expected. 

Thank you.",Account Management,Printer,2025-04-28 19:41:22,19,0,0,2
Q01132_aug_1,"To whom this may concern, After the recent update, my printer does not work as expected. Thank you.",Account Management,Printer,2025-04-28 19:41:22,19,0,0,2
Q01133,"Hello,

There seems to be a malfunction with my Smartphone that needs urgent attention. 

Thank you.",Technical Support,Smartphone,2025-05-14 22:57:31,22,2,6,6
Q01133_aug_1,"Hello, there seems to be a malfunction with my smartphone that needs urgent attention.",Technical Support,Smartphone,2025-05-14 22:57:31,22,2,6,6
Q01134,"I hope this message finds you well,

I'm writing to report a serious issue with my Smartwatch. 

Thank you.",Account Management,Smartwatch,2025-05-06 17:28:01,17,1,0,0
Q01134_aug_1,"I hope this message will find you, I am writing to report a serious problem with my Smartwatch.",Account Management,Smartwatch,2025-05-06 17:28:01,17,1,0,0
Q01136,"I hope this message finds you well,

There seems to be a malfunction with my Printer that needs urgent attention. 

Thank you.",Returns & Refunds,Printer,2025-05-04 17:30:49,17,6,4,2
Q01136_aug_1,"I hope this message will find you, there seems to be a malfunction with my printer that needs urgent attention. Thank you.",Returns & Refunds,Printer,2025-05-04 17:30:49,17,6,4,2
Q01137,"Good morning,

After the recent update, my Smartphone isn't working as expected. 

Thank you.",Warranty Claims,Smartphone,2025-05-16 21:44:11,21,4,7,6
Q01137_aug_1,"Hello, after the recent update, my Smartphone doesn't work as planned.",Warranty Claims,Smartphone,2025-05-16 21:44:11,21,4,7,6
Q01138,"Hi there,

This is to bring to your attention an ongoing issue with my Smartwatch that hasn't been resolved yet. 

Thank you.",Warranty Claims,Smartwatch,2025-05-05 11:27:58,11,0,7,0
Q01138_aug_1,"Hello, This is to bring to your attention a permanent problem with my Smartwatch that has not yet been solved. Thank you.",Warranty Claims,Smartwatch,2025-05-05 11:27:58,11,0,7,0
Q01139,"Good evening,

This is to bring to your attention an ongoing issue with my Tablet that hasn't been resolved yet. Looking forward to your swift assistance.

Thank you.",Product Inquiry,Tablet,2025-05-01 13:11:50,13,3,3,5
Q01139_aug_1,"Good evening, this is to bring to your attention a permanent problem with my tablet that has not yet been solved.",Product Inquiry,Tablet,2025-05-01 13:11:50,13,3,3,5
Q01140,"I hope this message finds you well,

There seems to be a malfunction with my Printer that needs urgent attention. 

Thank you.",Product Inquiry,Printer,2025-04-26 10:59:18,10,5,3,2
Q01140_aug_1,"I hope this message will find you, there seems to be a malfunction with my printer that needs urgent attention. Thank you.",Product Inquiry,Printer,2025-04-26 10:59:18,10,5,3,2
Q01141,"Hello,

There seems to be a malfunction with my Smartphone that needs urgent attention. I would appreciate a prompt response.

Thank you.",Shipping,Smartphone,2025-05-12 03:15:04,3,0,5,6
Q01141_aug_1,"Hello, There seems to be a malfunction with my smartphone that requires urgent attention. I would appreciate a quick answer. Thank you.",Shipping,Smartphone,2025-05-12 03:15:04,3,0,5,6
Q01142,"Hello,

I noticed some irregular behavior with my Gaming Console that I believe your team should look into. 

Thank you.",Warranty Claims,Gaming Console,2025-05-22 00:27:20,0,3,7,1
Q01142_aug_1,"Hello, I noticed an irregular behavior with my game console that I think your team should examine.",Warranty Claims,Gaming Console,2025-05-22 00:27:20,0,3,7,1
Q01143,"Good evening,

I've been facing persistent problems with my Router. 

Thank you.",Billing,Router,2025-04-29 20:55:31,20,1,1,7
Q01143_aug_1,"Good evening, I have been confronted with persistent problems with my router.",Billing,Router,2025-04-29 20:55:31,20,1,1,7
Q01144,"Hi there,

There seems to be a malfunction with my Router that needs urgent attention. I would appreciate a prompt response.

Thank you.",Returns & Refunds,Router,2025-05-20 13:41:30,13,1,4,7
Q01144_aug_1,"Hello, there seems to be a malfunction with my router that needs urgent attention. I would appreciate a quick answer. Thank you.",Returns & Refunds,Router,2025-05-20 13:41:30,13,1,4,7
Q01145,"Good evening,

I need assistance with my Smartwatch regarding a problem that just started this morning. 

Thank you.",Shipping,Smartwatch,2025-05-21 22:33:05,22,2,5,0
Q01145_aug_1,"Good evening, I need help with my Smartwatch for a problem that just started this morning.",Shipping,Smartwatch,2025-05-21 22:33:05,22,2,5,0
Q01146,"Good morning,

I'm writing to report a serious issue with my Smart TV. 

Thank you.",Order Management,Smart TV,2025-04-30 19:57:12,19,2,2,3
Q01146_aug_1,"Hello, I'm writing to report a serious problem with my Smart TV.",Order Management,Smart TV,2025-04-30 19:57:12,19,2,2,3
Q01148,"Hi there,

There seems to be a malfunction with my Smartwatch that needs urgent attention. Kindly resolve this issue as soon as possible.

Thank you.",Technical Support,Smartwatch,2025-04-27 00:25:43,0,6,6,0
Q01148_aug_1,"Hello, There seems to be a malfunction with my Smartwatch that needs urgent attention. Please solve this problem as soon as possible. Thank you.",Technical Support,Smartwatch,2025-04-27 00:25:43,0,6,6,0
Q01149,"Hi there,

My recent experience with the Smart TV has been quite disappointing due to several bugs. Please look into this matter urgently.

Thank you.",Technical Support,Smart TV,2025-05-20 06:02:30,6,1,6,3
Q01149_aug_1,"Hello, My recent experience with Smart TV has been quite disappointing due to several bugs. Please consider this issue of urgency. Thank you.",Technical Support,Smart TV,2025-05-20 06:02:30,6,1,6,3
Q01150,"Hi there,

I'm writing to report a serious issue with my Printer. Kindly resolve this issue as soon as possible.

Thank you.",Returns & Refunds,Printer,2025-05-19 01:31:32,1,0,4,2
Q01150_aug_1,"Hello, I'm writing to report a serious problem with my printer.",Returns & Refunds,Printer,2025-05-19 01:31:32,1,0,4,2
Q01152,"To whom it may concern,

Could you please assist with an unexpected error I've encountered on my Smartwatch? Kindly resolve this issue as soon as possible.

Thank you.",Warranty Claims,Smartwatch,2025-05-23 07:55:12,7,4,7,0
Q01152_aug_1,"To whom can it concern, could you help us with an unexpected mistake that I encountered on my Smartwatch? Please solve this problem as soon as possible. Thank you.",Warranty Claims,Smartwatch,2025-05-23 07:55:12,7,4,7,0
Q01153,"I hope this message finds you well,

After the recent update, my Printer isn't working as expected. Looking forward to your swift assistance.

Thank you.",Product Inquiry,Printer,2025-05-11 09:34:31,9,6,3,2
Q01153_aug_1,"I hope that this message will find you well, After the recent update, my printer does not work as expected.",Product Inquiry,Printer,2025-05-11 09:34:31,9,6,3,2
Q01154,"Hi there,

Could you please assist with an unexpected error I've encountered on my Smartphone? 

Thank you.",Warranty Claims,Smartphone,2025-04-25 14:00:43,14,4,7,6
Q01154_aug_1,"Hi, could you help us with an unexpected mistake I met on my smartphone?",Warranty Claims,Smartphone,2025-04-25 14:00:43,14,4,7,6
Q01155,"Good morning,

There seems to be a malfunction with my Smart TV that needs urgent attention. 

Thank you.",Order Management,Smart TV,2025-05-01 21:41:52,21,3,2,3
Q01155_aug_1,"Hello, there seems to be a malfunction with my Smart TV that needs urgent attention.",Order Management,Smart TV,2025-05-01 21:41:52,21,3,2,3
Q01156,"I hope this message finds you well,

Could you please assist with an unexpected error I've encountered on my Laptop? Kindly resolve this issue as soon as possible.

Thank you.",Warranty Claims,Laptop,2025-05-12 06:21:17,6,0,7,4
Q01156_aug_1,"I hope this message will find you, could you help with an unexpected mistake that I encountered on my laptop? Please solve this problem as soon as possible. Thank you.",Warranty Claims,Laptop,2025-05-12 06:21:17,6,0,7,4
Q01158,"Hello team,

There seems to be a malfunction with my Printer that needs urgent attention. 

Thank you.",Order Management,Printer,2025-05-13 04:52:09,4,1,2,2
Q01158_aug_1,"Hello team, there seems to be a malfunction with my printer that needs urgent attention. Thank you.",Order Management,Printer,2025-05-13 04:52:09,4,1,2,2
Q01159,"Good evening,

This is to bring to your attention an ongoing issue with my Smartphone that hasn't been resolved yet. 

Thank you.",Order Management,Smartphone,2025-05-10 12:29:17,12,5,2,6
Q01159_aug_1,"Good evening, this is to bring to your attention a permanent problem with my smartphone that has not yet been solved. Thank you.",Order Management,Smartphone,2025-05-10 12:29:17,12,5,2,6
Q01160,"I hope this message finds you well,

After the recent update, my Printer isn't working as expected. 

Thank you.",Shipping,Printer,2025-04-28 21:52:56,21,0,5,2
Q01160_aug_1,"I hope that this message will find you well, After the recent update, my printer does not work as expected. Thank you.",Shipping,Printer,2025-04-28 21:52:56,21,0,5,2
Q01161,"I hope this message finds you well,

I've been facing persistent problems with my Tablet. Please address this issue at your earliest convenience.

Thank you.",Warranty Claims,Tablet,2025-04-29 21:58:23,21,1,7,5
Q01161_aug_1,"I hope this message finds you well, I have been confronted with persistent problems with my tablet. Please address this problem as soon as possible. Thank you.",Warranty Claims,Tablet,2025-04-29 21:58:23,21,1,7,5
Q01162,"Good morning,

This is to bring to your attention an ongoing issue with my Printer that hasn't been resolved yet. 

Thank you.",Billing,Printer,2025-05-20 22:53:30,22,1,1,2
Q01162_aug_1,"Hello, This is to bring to your attention a permanent problem with my Printer that has not yet been solved. Thank you.",Billing,Printer,2025-05-20 22:53:30,22,1,1,2
Q01163,"I hope this message finds you well,

I need assistance with my Gaming Console regarding a problem that just started this morning. 

Thank you.",Warranty Claims,Gaming Console,2025-05-15 04:35:52,4,3,7,1
Q01163_aug_1,"I hope this message will find you, I need help with my game console about a problem that just started this morning. Thank you.",Warranty Claims,Gaming Console,2025-05-15 04:35:52,4,3,7,1
Q01164,"Good morning,

I need assistance with my Laptop regarding a problem that just started this morning. 

Thank you.",Returns & Refunds,Laptop,2025-05-04 15:11:19,15,6,4,4
Q01164_aug_1,"Hello, I need help with my laptop for a problem that just started this morning.",Returns & Refunds,Laptop,2025-05-04 15:11:19,15,6,4,4
Q01166,"Good evening,

I've been facing persistent problems with my Gaming Console. 

Thank you.",Warranty Claims,Gaming Console,2025-04-26 13:40:12,13,5,7,1
Q01166_aug_1,"Good evening, I've been confronted with persistent problems with my game console.",Warranty Claims,Gaming Console,2025-04-26 13:40:12,13,5,7,1
Q01167,"To whom it may concern,

This is to bring to your attention an ongoing issue with my Smartphone that hasn't been resolved yet. Please address this issue at your earliest convenience.

Thank you.",Technical Support,Smartphone,2025-04-29 13:04:45,13,1,6,6
Q01167_aug_1,"To whom this may concern, This is to bring to your attention a continuous problem with my Smartphone that has not yet been solved. Please address this problem as soon as possible. Thank you.",Technical Support,Smartphone,2025-04-29 13:04:45,13,1,6,6
Q01169,"Hello team,

I'm writing to report a serious issue with my Printer. 

Thank you.",Returns & Refunds,Printer,2025-05-01 03:54:37,3,3,4,2
Q01169_aug_1,"Hello team, I write to report a serious problem with my printer.",Returns & Refunds,Printer,2025-05-01 03:54:37,3,3,4,2
Q01170,"Hello team,

This is to bring to your attention an ongoing issue with my Smart TV that hasn't been resolved yet. Kindly resolve this issue as soon as possible.

Thank you.",Account Management,Smart TV,2025-05-21 20:31:32,20,2,0,3
Q01170_aug_1,"Hello team, This is to bring to your attention a permanent problem with my Smart TV that has not yet been solved. Please solve this problem as soon as possible. Thank you.",Account Management,Smart TV,2025-05-21 20:31:32,20,2,0,3
Q01171,"Dear support,

There seems to be a malfunction with my Tablet that needs urgent attention. 

Thank you.",Billing,Tablet,2025-05-20 21:44:49,21,1,1,5
Q01171_aug_1,"Dear support, there seems to be a malfunction with my tablet that needs urgent attention. Thank you.",Billing,Tablet,2025-05-20 21:44:49,21,1,1,5
Q01172,"Hello,

This is to bring to your attention an ongoing issue with my Tablet that hasn't been resolved yet. 

Thank you.",Product Inquiry,Tablet,2025-05-04 01:23:16,1,6,3,5
Q01172_aug_1,"Hello, This is to bring to your attention a permanent problem with my tablet that has not yet been solved. Thank you.",Product Inquiry,Tablet,2025-05-04 01:23:16,1,6,3,5
Q01173,"Hello team,

Could you please assist with an unexpected error I've encountered on my Smartphone? 

Thank you.",Warranty Claims,Smartphone,2025-05-12 20:19:57,20,0,7,6
Q01173_aug_1,"Hello team, Can you help with an unexpected mistake that I encountered on my Smartphone? Thank you.",Warranty Claims,Smartphone,2025-05-12 20:19:57,20,0,7,6
